url,title,text,topic,tags,date
https://lenta.ru/news/2016/08/10/katok/,В Заполярном построят крытый каток,"В городе Заполярном Мурманской области построят крытый каток, сообщает портал Kn51.ru. Универсальная модульно-каркасная конструкция позволит использовать новый спортивный центр в круглогодичном режиме. «Зимой она будет служить крытым ледовым катком, а летом там можно постелить футбольное поле», — рассказала вице-президент «Норникель» Елена Безденежных. Решение о строительстве принято в ответ на обращение в компанию жителей Заполярного. К строительству привлечены сотрудники Кольской ГМК. Комплекс позволит продлить ледовый сезон на срок до двух месяцев. Ранее, 1 августа, сообщалось, что в Заполярном начали возводить стены первого городского православного храма. Заложение Свято-Троицкой церкви произошло в июне 2014 года, но фактическое строительство не велось из-за недостатка средств.",69-я параллель,Все,2016/08/10
https://lenta.ru/news/1999/11/25/dtp/,В Северной Осетии упала в пропасть машина с российскими пограничниками,"В четверг утром в районе населенного пункта Верхний Зарамаг на Транскавказской автомагистрали, соединяющей Россию с Закавказьем, упала с моста в пропасть автомашина российских пограничников. Грузовой автомобиль ГАЗ-66, следовавший для смены пограничного наряда, перевернулся и упал в реку. Это подтвердил РИА ""Новости"" находящийся во Владикавказе заместитель директора ФПС России генерал-полковник Алексей Кожевников. По уточненным данным, погибли 10 пограничников, 10 получили ранения. По словам руководителя Управления ФСБ по Северной Осетии Владимира Безуглова, трагедия произошла из-за сильного гололеда на трассе. Обстоятельства происшествия сейчас выясняются.",Россия,Все,1999/11/25
https://lenta.ru/news/2002/11/30/irkutsk/,Под Иркутском заключенный открыл огонь по конвоирам,"В городе Усть-Кут Иркутской области от рук вооруженного преступника пострадали двое милиционеров. Как сообщает NEWSRU.com, инцидент произошел в пятницу в поезде Москва-Тында, в одном из вагонов которого перевозился заключенный из Кемерово. По данным линейного отдела милиции станции Лена Восточно-Сибирского УВД на транспорте, заключенный отобрал оружие у одного из сопровождавших его конвоиров и открыл огонь. Охрана обезвредила преступника, по факту нападения возбуждено уголовное дело. Пострадавшие госпитализированы, одному милиционеру потребовалась срочная нейрохирургическая операция.",Россия,Все,2002/11/30
https://lenta.ru/news/2009/12/10/search/,МВД объяснило обыск в квартире нацболов,"Проведенный накануне обыск в квартире членов исполкома коалиции ""Другая Россия"" Сергея Фомченкова и Александра Аверина связан с расследованием уголовного дела о лжепредпринимательстве. Об этом сообщает ""Интерфакс"" со ссылкой на руководителя пресс-службы Главного управления МВД по Центральному федеральному округу. В ведомстве пояснили, что уголовное дело по факту создания фальшивых коммерческих структур было возбуждено еще в мае 2009 года. По данным следствия, учредители использовали созданные фирмы в сомнительных финансовых операциях, вследствие чего государству был нанесен ущерб свыше 10 миллионов рублей. При этом в МВД уточнили, что конкретных обвиняемых по этому делу пока нет, пока в рамках расследования милиция провела несколько обысков в шести коммерческих структурах и двух жилых помещениях. В ходе обысков была изъята оргтехника, различные носители информации, документация и печати юридических фирм. Правоохранительные органы подтвердили, что в квартире на Волгоградском проспекте, где проходил один из обысков, присутствовали ""люди, причисляющие себя к членам запрещенной Национал-большевистской партии"", однако обвинения никому из них предъявлены не были. Ранее нацболы заявляли, что обыски в квартире Аверина были проведены сотрудниками центра МВД по противодействию экстремизму. По их словам, в рамках обыска у активиста ""Другой России"" Сергея Фомченкова изъяли документы, которые члены оппозиционной организации намеревались передать в Европарламент. Александр Аверин также уточнил, что изъятые документы содержали информацию о нарушениях прав человека в России.",Россия,Все,2009/12/10
https://lenta.ru/news/2015/02/10/gambon/,Исполнитель роли Дамблдора ушел из театра из-за потери памяти,"Актер Майкл Гэмбон, наиболее известный по роли профессора Дамблдора в шести фильмах о Гарри Поттере, признался, что страдает потерей кратковременной памяти, из-за чего вынужден закончить театральную карьеру, передает The Sunday Times. «Ужасно признавать это, но я больше не могу. У меня уходит вечность, чтобы запомнить хотя бы строчку текста. Это очень пугает», — рассказал Гэмбон. По словам 74-летнего актера, он пытался найти решение — например, пользоваться услугами суфлера, который зачитывал реплики по радиосвязи. Однако Гэмбон остался недоволен таким методом: «Уже через час я понял, что это не вариант. Как можно быть свободным, органичным на сцене, когда ты постоянно ждешь следующую реплику суфлера?» Артист при этом намерен продолжить свою кинокарьеру. В 2015 году он появится на экранах в мини-сериале HBO по роману Джоан Роулинг «Случайная вакансия», а в 2016-м — в полнометражной версии популярного в 1970-х британского ситкома «Папашина армия». В 2009 году Гэмбон дважды был вынужден прерывать репетиции в лондонском Национальном театре из-за симптомов потери памяти.",Культура,Кино,2015/02/10
https://lenta.ru/news/2005/09/21/church/,Грузинский католикос обвинил РПЦ в нарушении церковного права,"Глава Грузинской православной церкви, католикос-патриарх Всея Грузии Илиа II в среду направил послание патриарху Московскому и Всея Руси, главе Русской Православной церкви (РПЦ) Алексию II, в котором выразил возмущение тем, что в военном параде в Цхинвали участвовали российские священнослужители. ""С большим сожалением сообщаю Вам, что в военном параде так называемой Республики Южной Осетия 20 сентября участвовал представитель Русской православной церкви. Мы расцениваем это как грубое нарушение церковного права"", - сказано в послании, текст которого поступил в РИА ""Новости"". В своем письме глава Грузинской церкви подчеркивает, что Цхинвальский регион является неотъемлемой частью Грузии и одной из ее епархий. ""Несмотря на наше с Вами соглашение, подобные канонические нарушения имеют место и в Цхум-Абхазской епархии (Абхазия - ",Бывший СССР,Все,2005/09/21
https://lenta.ru/news/2007/05/23/court1/,"Продажу ""Юганскнефтегаза"" вновь признали законной","Арбитражный апелляционный суд Москвы отклонил жалобу компании-банкрота ""ЮКОСа"" о признании недействительным аукциона по продаже 43 акций (76,79 процента уставного капитала) ОАО ""Юганскнефтегаз"". Об этом сообщает ПРАЙМ-ТАСС. Суд также отклонил требование ""ЮКОСа"" о возмещении убытков в размере 388,32 миллиардов рублей. В феврале 2007 года арбитражный суд Москвы также отклонил иск ""ЮКОСа"". Ответчиками по иску выступали Российский фонд федерального имущества, Минфин России, а также компании, дочерние структуры которых участвовали в аукционе продаже акций основного добывающего актива ""ЮКОСа"". Юристы ""ЮКОСа"" посчитали аукцион недействительным из-за занижения начальной цены продажи акций ""Юганскнефтегаза"". Кроме того, был нарушен порядок проведения аукциона, что сделало невозможным участие в торгах потенциальных покупателей. Аукцион по продаже акций ""Юганскнефтегаза"" был проведен 19 декабря 2004 года. Победителем стала малоизвестная компания ""Байкалфинансгруп"", которая заплатила за бумаги 9,35 миллиарда долларов. Вскоре ""Байкалфинансгруп"" приобрела ""Роснефть"". Итоги аукциона был оспорены ""ЮКОСом"" в мае 2005",Экономика,Все,2007/05/23
https://lenta.ru/news/2010/12/07/custody/,Ассанжа оставили под стражей до 14 декабря,"Создатель сайта WikiLeaks Джулиан Ассанж, арестованный 7 декабря в Великобритании, предстал перед судом в Лондоне. Как сообщает Agence France-Presse, суд отказался выпустить программиста под залог и оставил его под стражей до 14 декабря. В суде Ассанж не дал согласия на то, чтобы его выдали властям Швеции. Власти этого государства обвиняют его в изнасиловании и сексуальных домогательствах. Сам Джулиан Ассанж утверждает, что дело в отношении его является сфабрикованным и связывает уголовное преследование с разоблачениями ресурса WikiLeaks. Как сообщает CNN, у британского суда будет три недели на то, чтобы принять решение об экстрадиции Ассанжа в Швецию. По данным Sky News, адвокат программиста Марк Стивенс заявил об опасениях, что Ассанж будет передан властям США. Созданный Ассанжем сайт WikiLeaks на протяжении четырех лет занимался публикацией информации различной степени секретности. Так, с начала года были опубликованы архивы документов о войне в Ираке и в Афганистане. В конце ноября на WikiLeaks началась публикация переписки американских дипломатов по всему миру с Госдепартаментом США.",Мир,Все,2010/12/07
https://lenta.ru/news/2014/07/10/mosgorduma/,Справороссы сообщили о задержании своего кандидата в Мосгордуму,"Кандидат от «Справедливой России» на выборах в Мосгордуму Татьяна Сухарева задержана полицией, говорится на сайте московского отделения партии. Согласно сообщению, 10 июля в 6 часов утра в квартиру Сухаревой с обыском пришли полицейские. После обыска они отвезли ее в офис ее фирмы, где также провели обыск. По словам руководителя московского отделения «Справедливой России» Алексея Спивакова, Сухарева по-прежнему находится в полиции, к ней выехал адвокат. «Мы считаем, что оказывается политическое давление с целью снятия с регистрации нашего кандидата по данному округу», — заявил Спиваков. 10 июля Сухарева должна была получить удостоверение кандидата в депутаты. Срок, в течение которого кандидаты могли подать документы для выдвижения на выборы, истек в четверг в 18:00. 11 июля — последний день, в который кандидаты могут подать подписи своих избирателей в окружные избиркомы. Выборы депутатов Мосгордумы пройдут 14 сентября 2014 года, в единый день голосования.",Россия,Политика,2014/07/10
https://lenta.ru/news/2012/11/14/smetanova/,"Фигурантка дела ""Оборонсервиса"" дала показания на Васильеву","Гендиректор ""Центра правовой поддержки 'Эксперт'"" Екатерина Сметанова, обвиняемая в хищениях у компании ""Оборонсервис"", дала ценные показания по делу. Об этом 14 ноября сообщает агентство ""Интерфакс"" со ссылкой на анонимные источники. ""В настоящее время ведутся сложные переговоры об условиях сделки. Однозначно известно, что она желает сотрудничать со следствием и максимально помогать ему"", - заявил собеседник агентства. По его словам, Сметанова уже дала показания на бывшего начальника департамента имущественных отношений Минобороны Евгению Васильеву. Именно эти показания больше всего интересуют следствие. По некоторым данным, эта информация может пригодиться для преследования не только Васильевой, но и экс-министра Анатолия Сердюкова. Источники агентства ""Росбалт"" подтверждают, что Сметанова дает показания. В то же время источники Life News заявили, что Сметанова от показаний отказалась. При этом оба издания сообщают, что Сметанова содержится в ИВС, хотя по закону уже должна быть переведена в СИЗО. В ИВС гораздо худшие условия. Ситуацией уже заинтересовались правозащитники (конкретных имен и организаций Life News и ""Росбалт"" не называют). Пять уголовных дел о хищениях в ""Оборонсервисе"" были возбуждены в октябре (впоследствии к этим делам добавились многие другие). Предполагается, что сумма хищений превышает три миллиарда рублей. Вместе со Сметановой был арестован ее муж Максим Закутайло. Кроме того, следователи провели обыск в квартире Васильевой, которая проживает в одном элитном доме с Сердюковым (а еще несколько квартир принадлежат сестре министра). Вскоре Сердюкова отправили в отставку. В квартире Васильевой изъяли три миллиона рублей наличными, большое количество дорогостоящих ювелирных изделий (в том числе антикварных), а также десять картин. Первоначально сообщалось, что лишь две картины имеют художественную ценность. Однако затем газете ""Комсомольская правда"" стало известно, что картины являются подлинниками классических художников и принадлежат Культурному центру Российской армии. Выяснилось, что подлинники Шишкина, Айвазовского, Репина, Васнецова (всего 57 картин) были вывезены из музея не только к Васильевой, но и в другие частные квартиры. На фоне скандала все картины были возвращены в Культурный центр. ""Вчера министр обороны Шойгу приказал вернуть их на прежнее место. Все полотна возвращены. Мы пригласили лучших спецов по живописи и они подтвердили, что все отсутствовавшие картины - подлинные, копий нет"", - заявил начальник Культурного центра Василий Мазуренко. СМИ сообщали, что Васильева якобы уехала за границу. Однако затем было объявлено, что она находится в больнице под контролем оперативников. Процессуального статуса у нее пока нет.",Россия,Все,2012/11/14
https://lenta.ru/news/2016/02/21/hotel_kiev/,Занявшим отель в центре Киева радикалам выдвинули ультиматум,"Радикалов, занявших отель «Козацкий» в центре Киева на площади Независимости (майдан Незалежности), в ультимативной форме попросили покинуть здание до 12:00, в противном случае правоохранительные органы могут применить силу, сообщает сайт украинского телеканала «Еспресо.TV». Ранее сообщалось, что неизвестные лица в камуфляже не собираются уходить. В субботу, 20 февраля, около пятидесяти человек в камуфляже, представившиеся членами организации «Радикальные правые силы», заняли ряд помещений отеля «Козацкий». В актовом зале отеля радикалы устроили штаб и организовали совещание по поводу своих дальнейших действий и требований организации. Работа гостиницы не была заблокирована, поскольку активисты, стоящие возле входа, впускали проживающих в отеле. Однако прессу в здание не пропускали. «Радикальные правые силы» объединяют представителей нескольких организаций, в том числе бывших членов «Правого сектора» (запрещен в России) и подразделения «Азова». Многие сторонники организации являются участниками боевых действий. 20 февраля в Одессе при закладке памятника Небесной сотне (погибли в ходе событий на Майдане — прим. «Ленты.ру») собравшиеся устроили потасовку из-за того, что некоторые участники церемонии говорили по-русски. В тот же день в Киеве члены Организации украинских националистов (ОУН), участники акции памяти Евромайдана устроили беспорядки в центре города. Нападениям со стороны участников митинга подверглись здания «дочек» российских банков и офис бизнесмена Рината Ахметова. Майдан (Евромайдан) — массовые протестные акции в центре Киева и ряде других городов Украины зимой 2013-2014 годов. В риторике киевских властей эти события также именуются «Революцией достоинства». 20 февраля в стране отмечают «победу революции». Акции протеста тогда привели к насильственной смене власти в стране и бегству президента Виктора Януковича. В общей сложности в связи с этими событиями в Киеве и регионах погибли 106 человек. Организация украинских националистов — украинская ультраправая политическая организация, создана на территории Западной Украины в 1929 году, в России решением Верховного суда от 17 ноября 2014 года ОУН внесена в список запрещенных организаций.",Бывший СССР,Украина,2016/02/21
https://lenta.ru/news/2009/05/05/hiddink/,"Хиддинк поможет ""Челси"" избавиться от плохих игроков","Главный тренер лондонского футбольного клуба ""Челси"" Гуус Хиддинк заявил, что игрокам его команды нужно доказать, что они заслуживают того, чтобы остаться в ""Челси"" в сезоне-2009/10. Голландец сказал, что летом 2009 года он проконсультирует руководство клуба по поводу комплектования команды, сообщает интернет-издание Goal.com. Предполагается, что летом 2009 года ""Челси"" продаст нескольких игроков для того, чтобы получить деньги на приобретение новых футболистов. Хиддинк по окончании сезона-2008/09 покинет лондонский клуб, чтобы сосредоточиться на работе со сборной России, но продолжит консультировать ""Челси"" по поводу трансферной политики. Голландский специалист заявил, что футболистам, которые хотят сохранить свое место в ""Челси"", нужно демонстрировать хорошую игру. При этом, по словам Хиддинка, одного или двух хороших выступлений будет недостаточно. Тренер отметил, что некоторые игроки  большую часть сезона проводят посредственно и начинают очень хорошо играть только в апреле и мае, поскольку знают, что решения по поводу трансферов принимаются в конце сезона. По данным издания, летом 2009 года ""Челси"" покинут форварды Николя Анелька и Саломон Калу, а также полузащитники Деку и Флоран Малуда.",Спорт,Все,2009/05/05
https://lenta.ru/news/2012/09/11/museum/,В Нью-Йорке возобновится строительство музея памяти 11 сентября,"В Нью-Йорке возобновится строительство музея памяти теракта 11 сентября 2001 года. Об этом накануне одиннадцатой годовщины трагедии пишет The New York Times. Работа была задержана почти на год из-за разногласий относительно финансирования и контроля за строительством. В понедельник 10 сентября мэр Нью-Йорка Майкл Блумберг, возглавляющий Фонд 11 сентября, достиг соглашения с губернаторами штатов Нью-Йорк и Нью-Джерси Андрю Куомо и Крис Кристи. Последние совместно контролируют Портовое управление, на территории которого ведется строительство музея. В ходе переговоров стороны сумели преодолеть разногласия относительно совместном финансировании проекта. По словам властей, строительство начнется до начала октября. Стороны выразили надежду, что музей откроется к концу 2013 года. Ранее предполагалось закончить работу над музеем к 11 сентября 2012 года. Строительство мемориала на территории разрушенных терактом 11 сентября башен Всемирного торгового центра началось в 2006 году и ведется до сих пор. Часть объектов комплекса открылись в сентябре 2011 года. Продолжается работа над ""Башней свободы"", которую предполагается завершить к концу 2013 года. В подземном музее, расположенном на территории мемориала на глубине 20 метров, будут размещены доски с именами почти 3 тысяч жертв теракта и информацией о них, экраны с аудио- и видеозаписями, предметы, найденные на месте трагедии, а также фотографии девятнадцати террористов. За время строительства музея проект неоднократно подвергался критике. Так, родственники погибших выступали против размещения музея под землей. В строительство музея, завершенного на 75 процентов, было вложено 280 миллионов долларов из частных средств и 330 миллионов - из общественных.",Мир,Все,2012/09/11
https://lenta.ru/news/2016/04/22/musical_instruments/,В Приморье задержали партию контрабандных винтажных пластинок,"Пограничники в Приморье нашли на следовавшем из Японии теплоходе контрабандный груз, состоящий из музыкальных инструментов, винтажных пластинок и алкоголя. Об этом, как передает «РИА Новости», сообщила пресс-служба пограничного управления ФСБ России по Приморскому краю. Теплоход Bravo под флагом африканского государства Того с российским экипажем на борту прибыл в порт Владивостока. При досмотре судна пограничники обнаружили тайник, в котором и находился груз. Экипаж не смог предоставить документы, подтверждающие законность его происхождения. «Музыкальные инструменты, диски и почти три тысячи винтажных пластинок. Электрогитара, флейты, саксофон и труба вполне могли бы составить небольшой оркестр», — говорится в сообщении пресс-службы. Также в тайнике были обнаружены 160 блоков табачных изделий, около 900 упаковок кофе, косметика, посуда, автомобильные запчасти и более 65 коробок со спиртосодержащей продукцией (всего моряки пытались укрыть от досмотра более 400 бутылок алкоголя). Изъятые товары направлены на экспертизу, по ее результатам будет принято правовое решение.",Россия,Общество,2016/04/22
https://lenta.ru/news/2012/09/27/lada/,"ФАС разрешила французам получить контроль над ""АвтоВАЗом""","Федеральная антимонопольная служба России (ФАС) разрешила альянсу Renault-Nissan довести свою долю в российском автопроизводителе ""АвтоВАЗ"" до контрольной. Об этом сообщается в решении, опубликованном на сайте регулятора. Сейчас Renault принадлежит 25 процентов ""АвтоВАЗа"". Почти 29 процентов акций завода находятся в собственности у ""Ростехнологий"", еще чуть более 20 процентов ценных бумаг принадлежит ""дочке"" Сбербанка - ""Тройке Диалог"". 3 мая 2012 года Renault договорилась о покупке пакета акций ""АвтоВАЗа"". По условиям подписанного тогда протокола о намерениях, партнеры создадут совместное предприятие, которое к 2014 году соберет 74,5 процента акций завода. Renault и Nissan инвестируют в СП 750 миллионов евро и получат 67,13 процента его акций. ""Ростехнологии"" продадут часть своих акций ""АвтоВАЗа"", снизив долю до блокирующей, ""Тройка Диалог"" выйдет из капитала предприятия. Закрытие сделки состоится в 2014 году, тогда как ранее ожидалось, что стороны завершат операции в 2012-2013 годах. По итогам января-августа этого года чистая прибыль ""АвтоВАЗа"" составила 1,3 миллиарда рублей. В прошлом году завод заработал 3,1 миллиарда рублей, и эта прибыль фактически стала первой после вхождения Renault в капитал предприятия в 2008 году. В 2010 году ""АвтоВАЗ"" также показал прибыль - 3,6 миллиарда рублей, однако таких показателей удалось достичь благодаря скидкам по госкредитам, предоставленным ""Ростехнологиями"".",Экономика,Все,2012/09/27
https://lenta.ru/news/2011/07/02/kprf/,Коммунисты ответят народному фронту ополчением,"В противовес народному фронту Владимира Путина коммунисты создадут ""народное ополчение"". Об этом, как сообщает ИТАР-ТАСС, в субботу, 2 июля, на пленуме ЦК КПРФ в Подмосковье заявил Геннадий Зюганов. По итогам заседания компартия намерена принять резолюцию, призывающую россиян вступать в новое ""объединение патриотических сил"", которое создается для ""повышения политической активности избирателей и их широкого участия в предстоящих парламентских и президентских выборах"", добавляет ""Интерфакс"". Платформой для объединения патриотических сил предложена программа КПРФ, принятая на XIII съезде партии. По мнению лидера коммунистов, народное ополчение станет достойным ответом фронту, создание которого инициировал российский премьер. ""Наше патриотическое движение - это первый шаг к построению в России социализма 21 века. Наше народное ополчение - это знамя, собирающее честных и думающих граждан страны... Нашу программу нужд и интересов трудящихся воплотит в жизнь правительство народного доверия. Чтобы осуществить намеченное, мы пойдем на выборы под лозунгом широкого народного контроля над их проведением"", - цитирует слова Зюганова РИА Новости. Планируется, что 15-16 июля участники народного ополчения соберутся в Нижнем Новгороде. Говоря о народном фронте, лидер коммунистов обвинил партию власти в плагиате, напомнив, что еще в 1990-е годы по инициативе КПРФ был создан Фронт национального спасения, а затем Народно-патриотический союз России, в который входили ""более 200 партий и общественных движений"". По мнению Зюганова, причиной создания народного фронта стало падение авторитета ""Единой России"", которое ""гонит единоросов заниматься изобретательством"". Владимир Путин объявил о создании народного фронта в начале мая. Премьер предложил объединить общественные организации, по взглядам близкие к единоросам, и позволить их членам выдвигаться в Госдуму по спискам ""Единой России"". Единоросы пообещали участникам народного фронта 150 из 600 мест в списке на декабрьских выборах в Госдуму. После оглашения планов по созданию народного фронта многие оппозиционные партии, в том числе КПРФ, заявляли, что намерены придумать альтернативные общественные коалиции. Владимир Путин назвал будущие объединения ""повторюшками"".",Россия,Все,2011/07/02
https://lenta.ru/news/2016/10/17/vipers/,На подиум MBFW вышли модели в образе азиатских школьниц,"В Москве в рамках Mercedes-Benz Fashion Week Russia прошел показ марки Vipers. Об этом сообщает корреспондент «Ленты.ру». Коллекцию назвали Catch the Viper. Дефиле предваряла инсталляция с китайскими иероглифами. В коллекции использованы следующие цветовые решения: зеленый металлик, зеленые полосы, градиент, подобный окраске карпов кои, небесный голубой, характерное для азиатского стиля сочетание красного и черного. Модели продемонстрировали костюмы, напоминающие одежду самураев, брюки с лампасами и гетры с стиле азиатских школьниц. В коллекцию вошли как строгие силуэты с американской проймой и брюками с высокой талией, так и более романтичные: с «епископскими» рукавами, глубокими V-образными вырезами и многоуровневыми юбками. Неделя моды Mercedes-Benz Fashion Week Russia в Москве стартовала 12 октября. Показы и презентации проводятся в ЦВЗ «Манеж» и на других площадках.",Ценности,Стиль,2016/10/17
https://lenta.ru/news/2001/07/13/rambler/,"У ""Рамблера"" стали появляться ассоциации","Поисковая машина ""Рамблер"" начинает предлагать пользователям новую услугу, призванную помочь в составлении эффективных поисковых запросов. Для этого предполагается использовать механизм ""ассоциаций"". Теперь система не только выводит результаты поиска по набранному слову, но и сопровождает их списком запросов, которые делали другие пользователи, вводившие это слово. Верхушка ассоциативного списка выводится в конце страницы с результатами поиска. Там же есть ссылка на полный список имеющихся ассоциаций. Разработчики предполагают, что набор запросов ассоциирующийся с введенным словом, существенно поможет пользователю. Организованная ""Рамблером"" ""копилка опыта"" будет непрерывно пополняться, пока ассоциации находятся далеко не на каждое слово. В то же время нецензурные выражения и ""взрослые"" запросы не будут учитываться при формировании базы. Еще одной категорией, которой будет полезен новый сервис, разработчики считают веб-мастеров. ""Новые функциональные возможности позволяют веб-мастерам точнее понять, с какими запросами пользователей ассоциируются ключевые понятия их сайта"", - говорит представитель службы поиска Алексей Иванов,- ""особенно полезными эти данные станут для рекламных агентств.""",Интернет и СМИ,Все,2001/07/13
